GCF_011405655.1_00006	b92caac635d8c44e8cc173135114faa8	220	SMART	SM00448		2	111	2.8E-13	T	07-05-2021	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	
GCF_011405655.1_00006	b92caac635d8c44e8cc173135114faa8	220	SMART	SM00862		142	214	1.2E-19	T	07-05-2021	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160|GO:0003677|GO:0006355	
GCF_011405655.1_00006	b92caac635d8c44e8cc173135114faa8	220	SUPERFAMILY	SSF52172		1	162	2.04E-22	T	07-05-2021	IPR011006	CheY-like superfamily		
GCF_011405655.1_00007	b9b1394bf4c1289d89d16f529ebe1acd	2296	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	07-05-2021
GCF_011405655.1_00007	b9b1394bf4c1289d89d16f529ebe1acd	2296	MobiDBLite	mobidb-lite	consensus disorder prediction	1894	1919	-	T	07-05-2021
GCF_011405655.1_00007	b9b1394bf4c1289d89d16f529ebe1acd	2296	MobiDBLite	mobidb-lite	consensus disorder prediction	1903	1919	-	T	07-05-2021
GCF_011405655.1_00007	b9b1394bf4c1289d89d16f529ebe1acd	2296	Pfam	PF09479	Listeria-Bacteroides repeat domain (List_Bact_rpt)	1325	1378	0.025	T	07-05-2021	IPR013378	Listeria/Bacterioides repeat		
GCF_011405655.1_00007	b9b1394bf4c1289d89d16f529ebe1acd	2296	Pfam	PF09479	Listeria-Bacteroides repeat domain (List_Bact_rpt)	1676	1759	0.028	T	07-05-2021	IPR013378	Listeria/Bacterioides repeat		
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	CDD	cd06170	LuxR_C_like	338	391	5.92808E-11	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	Gene3D	G3DSA:1.10.10.10		308	396	3.0E-16	T	07-05-2021	IPR036388	Winged helix-like DNA-binding domain superfamily		
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	PANTHER	PTHR43412		333	396	2.3E-14	T	07-05-2021
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	PANTHER	PTHR43412:SF5		333	396	2.3E-14	T	07-05-2021
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	Pfam	PF00196	Bacterial regulatory proteins, luxR family	338	391	3.9E-12	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	338	352	2.2E-8	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	352	368	2.2E-8	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	368	380	2.2E-8	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	ProSiteProfiles	PS50043	LuxR-type HTH domain profile.	331	396	17.77	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	SMART	SM00421		335	392	7.0E-15	T	07-05-2021	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
GCF_011405655.1_00008	4012e0d04b7f9232d020d3d8f6c90e08	398	SUPERFAMILY	SSF46894		328	394	6.46E-14	T	07-05-2021	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355	
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	Gene3D	G3DSA:3.50.50.60		133	194	6.6E-48	T	07-05-2021	IPR036188	FAD/NAD(P)-binding domain superfamily		
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	Gene3D	G3DSA:3.90.700.10		2	132	6.6E-48	T	07-05-2021	IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily		Reactome: R-HSA-611105|Reactome: R-HSA-71403
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	PANTHER	PTHR43400		46	200	2.2E-28	T	07-05-2021
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	PANTHER	PTHR43400:SF7		46	200	2.2E-28	T	07-05-2021
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	Pfam	PF00890	FAD binding domain	50	184	9.4E-21	T	07-05-2021	IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain		Reactome: R-HSA-611105|Reactome: R-HSA-71403
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	SUPERFAMILY	SSF51905		118	200	3.98E-6	T	07-05-2021	IPR036188	FAD/NAD(P)-binding domain superfamily		
GCF_011405655.1_00009	7d99680fb1b1552b1583682a6315d7e0	203	SUPERFAMILY	SSF56425		2	143	6.63E-19	T	07-05-2021	IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily		Reactome: R-HSA-611105|Reactome: R-HSA-71403
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	Gene3D	G3DSA:3.50.50.60		53	208	4.8E-32	T	07-05-2021	IPR036188	FAD/NAD(P)-binding domain superfamily		
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	PANTHER	PTHR43400		41	163	7.2E-22	T	07-05-2021
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	PANTHER	PTHR43400:SF7		41	163	7.2E-22	T	07-05-2021
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	Pfam	PF00890	FAD binding domain	59	164	1.4E-17	T	07-05-2021	IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain		Reactome: R-HSA-611105|Reactome: R-HSA-71403
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	ProSiteProfiles	PS51318	Twin arginine translocation (Tat) signal profile.	1	44	9.262	T	07-05-2021	IPR006311	Twin-arginine translocation pathway, signal sequence		
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	SUPERFAMILY	SSF51905		51	165	8.65E-16	T	07-05-2021	IPR036188	FAD/NAD(P)-binding domain superfamily		
GCF_011405655.1_00010	2415167ffdd6ced0c88ee5a4a7dcaaa9	216	TIGRFAM	TIGR01409	TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence	9	29	6.4E-4	T	07-05-2021	IPR019546	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal		
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	CDD	cd00156	REC	8	119	1.5993E-38	T	07-05-2021	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	CDD	cd00383	trans_reg_C	151	240	3.89552E-33	T	07-05-2021	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160|GO:0003677|GO:0006355	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	Gene3D	G3DSA:1.10.10.10		140	243	1.5E-31	T	07-05-2021	IPR036388	Winged helix-like DNA-binding domain superfamily		
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	Gene3D	G3DSA:3.40.50.2300		2	139	5.9E-39	T	07-05-2021
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	PANTHER	PTHR26402		5	240	5.2E-65	T	07-05-2021	IPR039420	Transcriptional regulatory protein WalR-like		
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	PANTHER	PTHR26402:SF709		5	240	5.2E-65	T	07-05-2021
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	Pfam	PF00072	Response regulator receiver domain	7	116	1.1E-28	T	07-05-2021	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	Pfam	PF00486	Transcriptional regulatory protein, C terminal	164	240	2.3E-25	T	07-05-2021	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160|GO:0003677|GO:0006355	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	ProSiteProfiles	PS50110	Response regulatory domain profile.	6	120	42.86	T	07-05-2021	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	143	242	40.624	T	07-05-2021	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160|GO:0003677|GO:0006355	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	SMART	SM00448		5	116	3.6E-40	T	07-05-2021	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	SMART	SM00862		164	240	1.9E-26	T	07-05-2021	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160|GO:0003677|GO:0006355	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	SUPERFAMILY	SSF46894		144	241	9.35E-28	T	07-05-2021	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355	
GCF_011405655.1_00011	99539605beccf1e234d76db0104cfb2a	243	SUPERFAMILY	SSF52172		2	129	2.56E-41	T	07-05-2021	IPR011006	CheY-like superfamily		
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	CDD	cd00082	HisKA	318	383	3.05891E-15	T	07-05-2021	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	CDD	cd06225	HAMP	229	277	1.59079E-7	T	07-05-2021	IPR003660	HAMP domain	GO:0007165|GO:0016021	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	CDD	cd16922	HATPase_EvgS-ArcB-TorS-like	441	550	4.69686E-45	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Coils	Coil		279	320	-	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Coils	Coil		31	51	-	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Gene3D	G3DSA:1.10.287.130		286	385	9.5E-23	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Gene3D	G3DSA:1.20.1480.50		195	285	2.5E-10	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Gene3D	G3DSA:3.30.565.10		386	552	1.3E-47	T	07-05-2021	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	MobiDBLite	mobidb-lite	consensus disorder prediction	552	580	-	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	PANTHER	PTHR43711		234	557	1.5E-84	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	321	387	3.2E-16	T	07-05-2021	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Pfam	PF00672	HAMP domain	225	276	2.4E-9	T	07-05-2021	IPR003660	HAMP domain	GO:0007165|GO:0016021	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	433	550	3.6E-27	T	07-05-2021	IPR003594	Histidine kinase/HSP90-like ATPase		
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	Pfam	PF11845	Protein of unknown function (DUF3365)	15	191	6.0E-40	T	07-05-2021	IPR021796	Protein of unknown function DUF3365		
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	477	491	2.8E-18	T	07-05-2021	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	GO:0016310|GO:0016772	Reactome: R-HSA-70895
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	495	505	2.8E-18	T	07-05-2021	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	GO:0016310|GO:0016772	Reactome: R-HSA-70895
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	512	530	2.8E-18	T	07-05-2021	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	GO:0016310|GO:0016772	Reactome: R-HSA-70895
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	536	549	2.8E-18	T	07-05-2021	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	GO:0016310|GO:0016772	Reactome: R-HSA-70895
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	ProSiteProfiles	PS50109	Histidine kinase domain profile.	327	552	49.038	T	07-05-2021	IPR005467	Histidine kinase domain		Reactome: R-HSA-204174|Reactome: R-HSA-5362517
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	ProSiteProfiles	PS50885	HAMP domain profile.	227	280	9.521	T	07-05-2021	IPR003660	HAMP domain	GO:0007165|GO:0016021	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SMART	SM00304		227	280	3.1E-10	T	07-05-2021	IPR003660	HAMP domain	GO:0007165|GO:0016021	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SMART	SM00387		433	552	2.9E-40	T	07-05-2021	IPR003594	Histidine kinase/HSP90-like ATPase		
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SMART	SM00388		320	387	7.6E-20	T	07-05-2021	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SUPERFAMILY	SSF158472		228	278	8.37E-9	T	07-05-2021
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SUPERFAMILY	SSF47384		306	388	3.34E-18	T	07-05-2021	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	GO:0000155|GO:0007165	
GCF_011405655.1_00012	10de750c55f16118f52fe266b84621a8	580	SUPERFAMILY	SSF55874		376	550	1.07E-46	T	07-05-2021	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	CDD	cd16371	DMSOR_beta_like	12	152	1.76491E-73	T	07-05-2021
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	Gene3D	G3DSA:3.30.70.20		2	45	2.9E-6	T	07-05-2021
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	Gene3D	G3DSA:3.30.70.20		46	190	1.4E-43	T	07-05-2021
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	PANTHER	PTHR43177		10	188	5.2E-55	T	07-05-2021
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	PANTHER	PTHR43177:SF5		10	188	5.2E-55	T	07-05-2021
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	Pfam	PF12800	4Fe-4S binding domain	17	32	0.054	T	07-05-2021	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	Pfam	PF13247	4Fe-4S dicluster domain	61	152	4.4E-22	T	07-05-2021	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	ProSitePatterns	PS00198	4Fe-4S ferredoxin-type iron-sulfur binding region signature.	98	109	-	T	07-05-2021	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	11	41	7.366	T	07-05-2021	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	55	87	8.122	T	07-05-2021	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	ProSiteProfiles	PS51379	4Fe-4S ferredoxin-type iron-sulfur binding domain profile.	89	118	10.885	T	07-05-2021	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain		
GCF_011405655.1_00013	53d4c146ce347886b968b68d6a23beb1	198	SUPERFAMILY	SSF54862		11	182	3.93E-59	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Gene3D	G3DSA:2.40.40.20		720	875	1.7E-35	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Gene3D	G3DSA:3.40.228.10		357	436	1.0E-5	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Gene3D	G3DSA:3.40.50.740		471	637	7.9E-24	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Gene3D	G3DSA:3.40.50.740		69	351	9.1E-69	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	PANTHER	PTHR43742		21	864	2.4E-143	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	PANTHER	PTHR43742:SF3		21	864	2.4E-143	T	07-05-2021
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Pfam	PF00384	Molybdopterin oxidoreductase	135	600	2.8E-45	T	07-05-2021	IPR006656	Molybdopterin oxidoreductase	GO:0016491|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
GCF_011405655.1_00014	1b3c07fb4d8c10b0f90ea0b1d5de2ffd	888	Pfam	PF01568	Molydopterin dinucleotide binding domain	748	845	6.7E-18	T	07-05-2021	IPR006657	Molybdopterin dinucleotide-binding domain	GO:0016491|GO:0043546|GO:0055114	
