Gene_Name	Cluster_ID	Functions
MGYG000000001_02153	MGYG000000001_34:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
MGYG000000001_02343	MGYG000000001_39:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
MGYG000000001_02414	MGYG000000001_42:Cl_0	Equol Gene Cluster/fix electron transport/FIXA
MGYG000000001_02415	MGYG000000001_42:Cl_0	Equol Gene Cluster/fix electron transport/FIXB
MGYG000000001_02482	MGYG000000001_44:Cl_0	Equol Gene Cluster/other genes/DEVR
MGYG000000001_02485	MGYG000000001_44:Cl_0	Equol Gene Cluster/hydrogenase maturase/HYDG
MGYG000000001_02512	MGYG000000001_46:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDF
MGYG000000001_02538	MGYG000000001_47:Cl_0	Equol Gene Cluster/Equol Production Pathway/DHDR
MGYG000000001_02541	MGYG000000001_47:Cl_0	Equol Gene Cluster/other genes/DEVR
MGYG000000001_02609	MGYG000000001_49:Cl_0	Equol Gene Cluster/hydrogenase maturase/HNDD
MGYG000000001_02610	MGYG000000001_49:Cl_0	Equol Gene Cluster/hydrogenase maturase/NADO
MGYG000000001_02644	MGYG000000001_51:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DZNR
MGYG000000001_02665	MGYG000000001_52:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DZNR
MGYG000000001_02849	MGYG000000001_61:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DZNR
MGYG000000001_02905	MGYG000000001_65:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDF
MGYG000000001_02921	MGYG000000001_66:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DZNR
MGYG000000001_02984	MGYG000000001_71:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
MGYG000000001_03109	MGYG000000001_84:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
MGYG000000001_03123	MGYG000000001_87:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
MGYG000000001_03154	MGYG000000001_91:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DHDR
MGYG000000001_03169	MGYG000000001_94:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDE
