Gene_Name	Cluster_ID	Functions
GCF_011405655.1_00856	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_00874	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/other genes/HYPO
GCF_011405655.1_00888	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_00945	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_00973	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01003	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01011	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DHDR
GCF_011405655.1_01116	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/other genes/HYPO
GCF_011405655.1_01350	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01355	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01368	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01415	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01423	GCF_011405655.1_1:Cl_6	Equol Gene Cluster/fix electron transport/FIXB
GCF_011405655.1_01424	GCF_011405655.1_1:Cl_6	Equol Gene Cluster/fix electron transport/FIXA
GCF_011405655.1_01428	GCF_011405655.1_1:Cl_6	Equol Gene Cluster/Equol Production Pathway/DZNR
GCF_011405655.1_01477	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01510	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/fix electron transport/FIXX
GCF_011405655.1_01541	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDF
GCF_011405655.1_01656	GCF_011405655.1_1:Cl_7	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01660	GCF_011405655.1_1:Cl_7	Equol Gene Cluster/fix electron transport/FIXX
GCF_011405655.1_01661	GCF_011405655.1_1:Cl_7	Equol Gene Cluster/fix electron transport/FIXC
GCF_011405655.1_01662	GCF_011405655.1_1:Cl_7	Equol Gene Cluster/fix electron transport/FIXB
GCF_011405655.1_01663	GCF_011405655.1_1:Cl_7	Equol Gene Cluster/fix electron transport/FIXA
GCF_011405655.1_01684	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01787	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01814	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01853	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01922	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/fix electron transport/FIXX
GCF_011405655.1_01933	GCF_011405655.1_1:Cl_8	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01935	GCF_011405655.1_1:Cl_8	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01944	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_01988	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DHDR
GCF_011405655.1_02080	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02135	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DZNR
GCF_011405655.1_02148	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/other genes/HYPO
GCF_011405655.1_02255	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02314	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02334	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02361	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02409	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/fix electron transport/FIXX
GCF_011405655.1_02419	GCF_011405655.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02434	GCF_011405655.1_1:Cl_9	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_011405655.1_02435	GCF_011405655.1_1:Cl_9	Equol Gene Cluster/Equol Production Pathway/THDR
